195.876990959,65.038001909,16.452400000
195.807779123,-32.731334054,16.452400000
98.675957844,-32.666077717,16.452400000
98.745343089,65.103935763,16.452400000
195.877916932,65.038454032,16.452400000
195.807885894,-32.730849237,16.452400000
98.676069581,-32.666175591,16.452400000
98.745398544,65.103868720,16.452400000
195.876844045,65.038572805,16.452400000
195.807724495,-32.730919176,16.452400000
98.674798670,-32.666177246,16.452400000
98.745225558,65.104047293,16.452400000
195.878041292,65.038742480,16.452400000
195.807863133,-32.730839511,16.452400000
98.675660705,-32.665824445,16.452400000
98.745518145,65.104053294,16.452400000
195.876945023,65.038615224,16.452400000
195.808225659,-32.730635901,16.452400000
98.675966948,-32.665947150,16.452400000
98.745615398,65.104353123,16.452400000
