194.995107735,65.042584183,16.452400000
194.925729534,-32.724284863,16.452400000
99.561813958,-32.669173054,16.452400000
99.629976299,65.098722792,16.452400000
194.996231111,65.042828143,16.452400000
194.925993772,-32.724171263,16.452400000
99.561719189,-32.668779076,16.452400000
99.630027201,65.098765418,16.452400000
194.995077317,65.042801657,16.452400000
194.925873344,-32.723929993,16.452400000
99.560510354,-32.668666511,16.452400000
99.630144733,65.098919781,16.452400000
194.996038881,65.043157148,16.452400000
194.926093095,-32.723809150,16.452400000
99.561604140,-32.668611470,16.452400000
99.630137697,65.098783420,16.452400000
194.994863568,65.043115557,16.452400000
194.926045503,-32.723892333,16.452400000
99.561772988,-32.668483592,16.452400000
99.630345447,65.098809492,16.452400000
